Game,cleaned_Reviews,num_words,review_length,embedding_0,UMAP_1,UMAP_2,lang,topic
subpar pool,neat concept clear table many stroke really shine however surreal bit add game like giant ball conveyor belt ball split hit game always many challenge complete require use indicate tableballmodifier meet requirement run like make long shot single run pot multiple ball single shot complete enough challenge unlock next feature game give lot freedom modifer use run increase odd complete give challenge,62,401,0.008388945,8.946267,-1.6864076,en,0
Astrea: Six-Sided Oracles,I love game myriad push luck mechanic take risky dice faces represent negative effect although possible positive effect often huge get extra character ability damaged risk much close losing character start heart,32,211,-0.013370532,9.102848,-1.5614182,en,0
Goobies,yet another vampire survivor clone chock block full blobby physics great sense humor game let play dizzy wizzy bingus bongus,20,124,-0.11457522,10.817485,-1.6785347,en,0
Sandtrix+,amazing concept I first see noita mod inspire game idea already exist itchio hit steam I grab immediately regret,19,112,-0.09137276,8.313463,0.98024064,en,0
Swapperoo,great match simple mechanic much variety challenge,7,50,-0.07556969,9.575561,1.755212,en,0
Nordic Ashes: Survivors of Ragnarok,fun norse theme vampire survivor character unique skill tree unlock ingame,11,74,-0.0788983,10.738036,-1.6991979,en,0
Journey to the West,neat slay spire like use chinese mythos really original mechanic cast playable character,13,88,-0.05752071,9.9743395,-1.6536155,en,0
Yomi,clever card battler base around complex version rockpaperscissor player use character unique skill perk faceoff series individual rockpaperscissor like encounter use single card hand blockdodge attack throw blockdodge player play attack play throw speed compare quick win encounter player successfully land attack throw might even able add additional card form combo sort exception rule via various character ability gist gameplay character trade blow back forth bring even possible player simultaneously knock one another rare,74,527,-0.067153506,9.316429,-2.0398169,en,0
Phoenix Point,neat iteration iteration firaxis take gollop xcom ufo defense modern era phoenix point feel bit like gollop brother reply phoenix point take good original xcom firaxis remake mix original bit make new squad base tactical strategy game,37,234,-0.051168397,8.543659,-0.65302336,en,0
Halls of Torment: Prelude,clever bullet heaven diablo I aesthetic I hope full release get sort controller support mouse keyboard,16,102,-0.04299489,10.517086,0.09111076,en,3
Knock on the Coffin Lid,fun take slay spire like gameplay excellent animation,8,53,-0.038219027,9.993917,-1.6341842,en,0
Dungeon Drafters,original mystery dungeon roguelike card battler one unique bit find many rogeulike deckbuilder modify deck midst dungeon run successfully clear dungeon secure find booster pack run modify deck fly unless way restore discard card exit dungeon find special shrine play card accessible future battle level dungeon previous point might sound harsh big part make game delightfully challenging,57,387,-0.053323086,9.480724,-1.690792,en,0
MISTROGUE: Mist and the Living Dungeons,fun concept much vein old shiren wanderer game realtime fun perk live dungeon mean hallway room wall spring random play level,21,125,-0.042711593,9.232134,-0.97123176,en,0
GunSuit Guardians,fun take vampire survivor genre sure game anything truly innovative still one good class,14,88,-0.07781755,10.778726,-1.6827655,en,0
Crimson Dawn,fun vampire survivor like hub town let spend resource determine precisely skill evolve future run also interesting run complete achieve goal set start run difficult goal give big multipli resource gather current run,33,215,-0.05010944,10.697638,-1.7085776,en,0
Time Wasters,clever space theme vampire survivorslike I particularly like game concept facility planet interact either perform function drop specific powerup revisit state cooldown period well miniboss even damage vacuum gold game levelup resource get,33,238,-0.03937026,10.53629,-1.6493912,en,0
Tabletop Simulator,great way test new board game design play many great boardcard game yet get full digital port,17,93,0.027939012,11.965443,-0.23829818,en,1
Slot Shots Pinball Collection,nice indie take pinball collection big twist table include slot machine mechanic well already sequel set release later year sure new table new table remastere release previously release pinball table collection come,32,215,-0.013160657,8.489162,-2.596443,en,0
Aces & Adventures,clever hybrid fantasy deckbuilder power poker attack ai via poker hand high card pair kind straight etc time draw ability card preconstructe deck constant struggle game seem spend card ability well save create win poker hand defeat baddie,38,238,-0.071151726,9.329671,-2.0649061,en,0
Marvel's Midnight Suns,abbey aspect often cheesy I see make replay tedious aspect directly relate build character card combat quite fun,18,112,-0.023505202,9.087519,-1.777362,en,0
Sea Horizon,fun cardsdice hybrid roguelike character skill power combination element character equipment weapon armor shield trinket etc provide specialized dice side die provide certain element nothing maybe passive effect roll dice use power various skill slay spire like combat traipse sea look trouble good fun,44,302,-0.04873555,9.537103,-1.897587,en,0
Chess Survivors,far fan chess offer fun excuse give player baddie unique movement pattern semiturnbase vampire survivor clone really work,18,121,-0.07225198,10.798354,-1.7050627,en,0
Mini Motorways,simple concept darned addictive take map loosely base real world geography well least body water fit try create road network get people work start simple residence worksite connect soon enough several different colored worksite desire worker across town several residence worksite way beyond simply road tile eventually traffic light motorway bridge help setup efficient route continue worksite get enough worker timely manner due inevitable traffic jam many people could shuttle work game end,73,493,0.042757936,8.459269,-0.91427636,en,0
Isle of Arrows,I really enjoy far remind I lot rogue tower sure I appreciate unlike rogue tower control tile place place little cash skip tile rather place I also appreciate game constant battle limited space make easy build path corner careful,39,229,-0.03393254,9.415654,-1.2718617,en,0
Backpack Hero,amazingly innovative roguelike deckbuilder character really gain skill exp backpack use card activate item pack turn successful combat offer slew item rarely enough space store neat stuff offer never feel enough space store great loot come across frustrate really much game strategy come game make chaos,46,303,-0.044376,9.537793,-1.919226,en,0
Rally: Endless Conquest,innovative roguelike deckbuilder sell watch retromation let play I love gameplay essentially switch position card x grid turn make current card various synergies card x give benefit card long adjacent card z,32,207,-0.07098527,9.626732,-1.9506437,en,0
Boneraiser Minions,fun twist vampire survivor genre big twist really build character various auto casting spell summon bunch skeleton wraith ghoul bidding desperately run avoid let main man get hit good folk try stop undead domination also interesting tweak one category unlock buy enhancement enemy big badder baddie mean pointsexp odd way bad make well score get,55,345,-0.11886804,10.719842,-1.720006,en,0
Spellbook Demonslayers Prologue,fun take vampire survivor genre one novel innovation one shrine activate shrine need kill x amount baddie within immediate area shrine get useful temporary benefit although situation shrine bonus permanent addition run also quirky sense humor I mean hero animate spellbook game odd,43,281,-0.010807013,10.7605295,-1.705569,en,0
Fray Fight,I excuse run rough system due game fully optimize yet free playpay win nature game pretty sleazy I appreciate devs make game like free would I ever expect rate earn gem game compare various upgrade cost make pretty clear need drop major cash much anybody would charge premium game nature get even good portion character upgrade,56,327,-0.03684743,8.517761,-0.14739805,en,0
Hero Realms,great deckbuilder already fan deckbuilder easily sum star realm go high fantasy persistent character unique starter deck level character able customize deck well thematic card character class,27,191,-0.028686596,9.469062,-1.9792098,en,0
Spirit Hunters: Infinite Horde,clearly heavily inspire vampire survivor I appreciate game unique twist burgeon genre still animation speak art character enemy lot interesting simply pick character start initial spell well allow lot unique synergy spell many different facet improve levelup work th level different I evolve th level long achievement need unlock thing instead grind resource purchase exactly skill upgrade new spell character want huge skill tree might grindy time mean even suck eventually unlock anything want give enough time fun chest unlocking mechanic need stay certain tight area long enough unlock chest clear spell upgrade possible seems mainly metagame resource cash ingame shop,101,672,-0.08616438,10.725179,-1.7082316,en,0
DemonCrawl,would ever think could make minesweeper roguelite still big fan minesweeper game fun wrapping class artifact etc make kind fun,20,126,-0.07639135,9.889307,-1.0238848,en,0
Shattered Pixel Dungeon,guy take public domain source code pixel dungeon turn,9,53,-0.069961436,8.47669,2.1175556,en,0
Breach Wanderers,definitely another slay spire clone innovate enough make interesting among novel mechanic monster face boss card choose reward defeat game allow edit card starter deck whatever specific class generic card unlock far allow edit pool card draw reward run price steam seem kind steep compare free mobile lot easy earn various currency steam version I think dev imply mobile version bit hobbled encourage iap purchase,65,413,-0.12330922,9.839146,-1.630781,en,0
Sword of the Stars: The Pit 2,neat followup sword star pit even still little rough around edge I wait see go,15,78,-0.028482115,9.418038,0.91362673,en,0
Battle Brothers,decent fun bit medieval xcom vibe manage band mercenary,9,55,-0.06535411,8.04115,-0.24767998,en,0
Vampire Survivors,fun streamlined action roguelite control movement skill offer upgrade level various weapon trigger automatically remind I lot classic robotron game use character early bit castlevania game,26,188,-0.028692925,9.614578,-0.695943,en,0
Touhou Genso Wanderer -Lotus Labyrinth R-,I long assume sequel tgwr fact prequel explain I discord compare tgwr tgw reload definitive edition remaster mystery gensokyo fushigi gensokyo tower desire without downloadable content contain base game mononobe futo seven trial downloadable content bullet reporter king fairy miracle ambition aka versus miracle party absent original release mystery gensokyo tower desire launch january include remaster mystery gensokyo tower desire reload release na march story downloadable content miss version clock remain release july also include steam switch version release touhou genso wanderer reload october release instead additional downloadable content lotus labyrinth remaster mystery gensokyo fushigi gensokyo miracle party originally release december aside additional character game storyadde downloadable content mean many way bit step back lose lot tgwrs craft mechanic weapon evolve item resonance mechanic least get play huge party imagine oppose ai partner shoot skill random ai ally much get access character include tgwr,144,1029,-0.009542851,6.912364,-0.3622087,en,0
Void Tyrant,amazing much game take basic blackjack mechanic although game card value go make incredibly deep deckbuilder class dozen unique baddie creative way skew odd favor,25,162,-0.08737321,9.4193945,-2.0382018,en,0
Planaris 2+,take basic gameplay tetris remove gravity play pace setup big combo line vertically horizontally able place piece completely freely would bit easy game add concept lock nasty bit debris block line placement unless clear line right next another neat twist ever manage get line combo handy powerup drop board activate clear line inside really look chance break mind take campaign level twist rule take place oddly shape level,68,423,-0.060882963,9.053993,-1.279543,en,0
Poker Quest: Swords and Spades,deckbuilder without card actually familiar dicey dungeon game use similar mechanic game device game item power specific poker hand like set straight flush etc effect feature dozen unlockable class play differently well great array baddie unique poker hand power chicanery,40,271,-0.044837043,9.397373,-2.0912478,en,0
Last Kingdom - The Card Game,fun p vs e style deckbuilder similar style devs early release business war cool fantasy twist innovative feature player random interval earn choice booster set thematic card base choose bestower player see exactly card would grant pack decide round choose castle one defend lose pass onto player nasty side effect character deck grow power passive curse deal player choose god worship gain power sacrifice card even really useless one take booster get good card,74,461,-0.016603932,9.475786,-1.9432868,en,0
Master of Magic Classic,blast past come haunt future somehow resurrect ancient legend game include I guess make somewhat official insanely fanatical fan improvement sadly long abandon game even beyond improve original add new wizard spell unit etc least one variant run natively window amazing feat please know go core pc game cool able play graphic ui go incredibly date today standard like civilization age wonder,62,391,-0.02009211,8.931354,1.083193,en,0
Across the Obelisk,great addition deck builder vein great slay spire gordian quest enough unique mechanic make thing,15,97,-0.09754778,9.737888,-1.8415962,en,0
Cthulhu Realms,essentially star realm new skin enough interesting difference make something unique one clever bit number card depend cross faction combo cool additional effect play card specific faction card faction extra effect,31,213,-0.061297636,9.707421,-1.574889,en,0
Dandy Ace,great action roguelite novel concept use find card design arsenal power slot assign card card find able use primary ability modifier already slot ability sort clever combination possible,28,186,0.0007739831,9.4289055,-1.951046,en,0
Dorfromantik,fun classic board game carcassonne like gameplay single player score chaser,11,75,0.0029757507,9.483998,2.799627,en,0
Dungeon of the ENDLESS™,interesting hybrid resource management roguelite tower defense gameplay,8,71,-0.051750775,9.874977,-1.4766036,en,0
Arcanium: Rise of Akhan,I like I see far totally free move map want lane combat look like lot content come game use hero heore choose currently unless I misunderstand something even currently unlocked simply game yet bit limit moment,36,209,-0.009425626,8.988992,-0.6713286,en,0
Vault of the Void,original take slay spire like gameplay innovative twist like able freely edit deck whatever card find far current run well able infuse gem card extra effect,26,156,-0.113797195,9.900208,-1.6377112,en,0
Sid Meier’s Civilization® VI,I enjoy lot fun new mechanic would nice ai truly optimize use mechanic,13,70,-0.081154734,9.381495,0.87016773,en,0
Tesla Force,great sequel tesla vs lovecraft add playable character randomize mission well lot stuff original,14,96,-0.07412646,7.046095,2.525028,en,0
Blood Card 2: Dark Mist,pretty original take deck building deck represent life card lose enemy damage hold baddie easily see card baddy steal recover card defeat steal baddy,24,149,-0.10005071,9.54374,-2.0704656,en,0
Going Under,fun ragdoll physics base action roguelike stuck one character wide variety weapon perk mentor one give cool unique passive skill make game immensely replayable,24,159,-0.11194542,9.594254,-0.7943828,en,0
Touhou Genso Wanderer -Reloaded-,even though I fan touhou character lore character monster little cosplaying female teen game base I say confidently one good mystery dungeon game even though chunsoft game officially mystery dungeon game style good shiren game,35,226,-0.014989662,7.4057417,1.4696914,en,0
Roundguard,many clearly mention game great realization peggle good bit deckbuilde roguelike ala slay spire,14,95,-0.06665287,9.893625,-1.72186,en,0
Juicy Realm,fun twin stick shooter great sense humor huge diversity character play enemy defeat weapon blast,15,96,-0.04739666,8.369429,1.9151514,en,0
Colt Canyon,real fun stylish western roguelite twin stick shooter run level look ammo blasting baddie head road rescue kidnapped significant great variety character primarily different stat start equipment weapon baddie include tough boss I find I really lovehate game tight ammo supply keep thing tense often use nonoptimal weapon might one still ammo moment also since carry weapon time game really force carefully weigh one equip nicely game allow backtrack previously clear level run still free switch back weapon might discard early trail,82,531,-0.034415558,9.231129,-0.5368895,en,0
Griftlands,surface likely look like yet another slay spire clone actually much cool unique bit encounter clear game long term relational consequence action world make friend enemy easily repercussion later game build battle negotiation deck essentially physical persuasion deck totally unique mechanic,41,290,-0.130721,9.824701,-1.5828156,en,0
ISLANDERS,fun positional puzzler time limit take long want place building earn enough point gain next pack building,17,105,-0.031569198,8.678001,-0.9722789,en,0
DREAMGATE,interesting take rogeulike deckbuilder bother traditional mana model well novel way work treasure treasure primarily use metagame unlock card character still ingame treasure clog deck,25,183,-0.026738532,9.456335,-2.1010113,en,0
Deck Hunter,good fun take basic mechanic slay spire add craft evolve card cool combo system certain card play prescribed order cool bonus effect,22,132,-0.11585764,9.845826,-1.696658,en,0
FORCED SHOWDOWN,great game devs long support,5,28,-0.058008604,10.2981415,1.0064706,en,0
Urtuk: The Desolation,clever hybrid good bit many favorite rogeulikes see influence ftl battle bros darkest dungeon slay spire among many swirl together create something wholly original,24,163,-0.06696779,9.813352,-1.759034,en,0
DragonFang - Drahn's Mystery Dungeon,bother pay win drivel play real game right steam httpsstoresteampoweredcomappdragonfangztherosedungeonoftime,10,108,-0.07980965,10.705047,1.1944363,en,0
Mortal Glory,I really enjoy rogeulite simple nonsense loop pick team equip appropriately fight get cash prize significantly less lose experience random event repeat permadeath roguelike getting knock battle knock gladiator team mean get end match stat boost start future battle hp penalty heal team even lose match keep go team lose x give tournament level game,55,348,-0.02682847,9.0723505,-1.4952908,en,0
Dungeon Cards,wondrously minimalist cardpuzzle game style dungeon crawl many different class power dungeon unlock,13,99,-0.041232754,9.404313,-1.5444052,en,0
Erannorth Reborn,fun deckbuilder many race class mode choose,7,43,0.01772953,9.593466,-2.1939502,en,0
Deck of Ashes,interesting deckbuilder clever hook ash pile every card play burn cost resource usually health get back deck rest battle even follow one nothing else really add lot weight decision card play battle,32,197,-0.04284963,9.481302,-2.1684217,en,0
Eternal Card Game,solid ccg bridge gap complexity magic hearthstone,7,49,-0.033395182,9.591851,-2.01437,en,0
Zaccaria Pinball,great collection classic pinball machine well interesting modern remake say classic table,12,89,-0.008408824,8.452851,-2.601243,en,0
Nowhere Prophet,fun original take deck building roguelike big unique hook dual deck deck follower minion leder deck action also mean start new game choose starter deck independently one another live follower deck follower kill battle start next battle injure kill permanently remove deck mechanic really change way play since sacrifice follower combat really carry big cost campaign,56,366,-0.058093265,9.516601,-2.1101053,en,0
Age of Wonders: Planetfall,really feel like take old age wonder give scifi twist add element xcom civilization create something new,17,104,-0.09922405,8.649417,-0.6283263,en,0
The Pit: Infinity,remember sword star pit well reimagine frame per second fun diversion await pit,13,79,0.020427786,10.764271,1.5424094,en,0
Space Grunts,good roguelite fun although I dislike I long see top run unless I manage make onto top global leaderboard unlikely,20,114,-0.052608788,10.112127,-1.008046,en,0
SYNTHETIK: Legion Rising,wow I long fan game hard time recommend due unintuitive controller control spot,13,79,0.0048332587,11.00085,0.06461223,en,3
NEOVERSE,I initially assume anime style ripoff slay spire I start play abundantly clear really thing I particularly love game combo mission mechanic make long simply defeat opponent try particular style extra perk,32,204,-0.06185939,9.95408,-1.6469176,en,0
Jupiter Hell,good goofy fun I love streamlined roguelike decently detailed turn base tactical simulation doom game cleverly abstract thing like cover pain damage take far much recently take inhibit speed accuracy detailed stat use represent weapon simply damage spread ammo capacity,40,269,-0.035673704,8.585678,0.47264397,en,0
DragonFangZ - The Rose & Dungeon of Time,neat mystery dungeon clone style shiren wanderer unique gimmick fangz enemy kill might drop fang sort monster essence equip unique skill passive ability sacrifice immediate x effect bravery simply hero fight baddie open adjacent wall thus leave open swarm charge fangz primary way allow certain passive ability trigger fun game fairly decent english translation even occasional rough bit,58,387,-0.0482527,9.278057,-1.2289314,en,0
Star Realms,good goofy deck building fun bit like ascension space,9,53,-0.07004252,9.668645,-2.0395038,en,0
Pinball Deluxe: Reloaded,great add pinball sim collection attempt emulate real life table pinball arcade zaccaria attempt wow surreal pinball table base random film ip make bit manage create something really addictive I think big hook series mod unlock table game sort clever modifier add game either add new mode give extra bonus certain action unlock mod need earn ticket either roll ball say ticket appear game complete daily quest goal tie specific table unlock something generic table,75,464,-0.033971272,8.5175495,-2.5380628,en,0
Card Quest,pretty decent card battler resource combo management try make tight little hand card limited stamina,15,100,-0.022436619,9.351515,-2.1388326,en,0
Armello - The Bandit Clan,great additional character curious anybody know bandit quest something new game downloadable content include kickstarter bandit clan unlock,18,139,-0.12777284,5.791444,0.15073115,en,0
Brut@l,clever stylistic fun feel bit like hand fate combat tron fantasy world whine far I would far prefer leaderboard record good run game rather career kill run,27,155,-0.074451216,8.04982,-0.36031356,en,0
Solitairica,pretty cool stuff golf solitaire make famous game like fairway solitaire meet rougelite player try create epic streak power various class skill appropriate mana monster get chance fight back time player stick force draw new card game grant unlimited draw likley character could survive x really much story real dungeon explore seemingly endless run ever increasingly difficult baddie defeat use gold earn win well equip next encounter finally best character start unique combimation skill game suit least unique class start warrior unlocked experience token earn run unlock rest class monster fight often somewhat randomly generate game string together couple adjective noun game breakdown significance fight,105,708,-0.03794024,9.337147,-1.6801159,en,0
Kings of Israel,make mistake game clearly inspire pandemic swap agent preacher virus sin say game really add number novel twist pandemic formula I think king israel much interesting resource management system wide variety special event call blessing curse agent ability,38,253,-0.06116572,8.021833,-0.19427328,en,0
Combat Monsters,entertaining ccg lot decent option solo play sadly seem afterthought many ccgs since late major update card add sound like even generous free coin chest I know every time I play usually couple battle session I get new pack chest call game add collection either direct reward buy cash earn admittedly I tripler effect help speed thing lot compare ccgs game definitely lighterstreamlined side thing card unlike yugioh almost point albeit really odd card clearly outside pretty elaborate combo I see include deck another honest admission come monster vast majority card game time feel like fill rank simply recombine handful variable every possible configuration race x class x different power x etc although close inspection clear power primarily available certain race definitely see class another interesting aspect game simple make buy sell card basic rule appear govern sell card collection roughly fourth retail value turn primarily base rarity although bit supply demand work well expect pay little straight rarity would indicate popular card expect get bit less sell card demand ever short ingame cash sell rare card know never use lastly I also like game structure thing common chest mini full mini chest gold card cheapeast way really add lot card collection minimal cash downside distribution card totally random common card couple uncommon throw full chest gold card far expensive route go card least garuntee uncommon rare well stand I find go back forth chest type mini fill collection variety make sure I least wide breadth game common card still throw full pack get guarantee rarer card,257,1599,0.004866223,8.647993,-2.2243462,en,0
Tinyfolks,uxui work pretty nicely player choice enough aesthetic music simple,10,67,-0.011610516,5.8701005,2.0496392,en,0
Wantless : Solace at World’s End,decent audio voice tutorial one shot mechanic might story point feel lame I rather play game,16,92,-0.02746518,6.23954,1.3241762,en,0
Frog 'n' Roll,player choice blind pick error trial learning upgrade easy rogueliteunlock drive playing,12,88,-0.0024641799,10.192079,-0.9183281,en,0
Bosorka,audio player choice enough player choice slow cycle messy visual,10,64,0.12892413,5.779833,2.0108666,en,7
Acid Planet,player choice control build emergent content performance issue game start stutter full screen bug uxui turn full screen possible trigger windowe rtx,22,148,0.044644367,11.181088,0.40066138,en,1
Rocket delivery: Space Wok,free player choice music play decently well short first run clear right away,13,76,0.049774155,5.778394,2.034283,en,0
Street Shuffle,decent music simple would recommend depth like slay spire proper dcg,11,68,-0.028100796,5.967658,2.1238973,en,0
Godsvivors,decent audio player choice bit far translation english high quality seem imbalance roguelite weapon unlock pretty lame would work well drop pick run k p resolution option neutral review I would recommend game,33,208,-0.01803624,6.4002705,1.6764452,en,0
Solace Inc.,player choice decent sfxs weird wrong way lack explanation tutorial hitboxe difficult understand jump mechanic combine confusing hitboxe repetitive music I would recommend,23,171,0.06560595,5.8851323,2.0856495,en,0
GUNPYRE,free graphical set option eg resolution keybind option get stick tutorial since reload require health I run since I unable understand require step finish vulnerable enemy come someone actively play game since commodore net ten thousand hour would recommend,39,256,-0.01677056,10.636108,0.343496,en,3
Touhou Artificial Dream in Arcadia,I know touhoustuff animeuniverse I presume game hold high regard I think I try cost whole discount suppose I get money worth hidden information eg stat actually retro taste lacking qol eg map constantly present need open multiple press vo would recommend,42,254,-0.039681498,7.8615284,0.9604859,en,0
SNAKE FARM,cool idea roguelike shooter risk rewardapproach decide enemy fight cumulative get reward kill hook I get pretty boring player decision far apart art audio barebone I would recommend,28,181,-0.05404708,6.209251,1.8339438,en,0
Praise Dead,cool aesthetic idea sfxs pretty neat feel extremely unfair eg might get wave armored enemy damage enjoyable music,18,113,-0.06456465,5.9447727,2.0752823,en,0
Mad Max,play well look good sound great player choice sense progression freedom relatively simple end,14,93,0.018728383,9.078179,0.43184233,en,0
The Feathered Serpent,sound effect player choice music repetitive feeling gameplay loop I would recommend,12,83,-0.022932481,5.873704,2.135184,en,0
WildFront,free simple boring I prefer slay spire indie lie free mean I would happily play I would recommend,18,97,-0.012084163,9.33558,1.4024463,en,0
Warrior Next,free sfxs decent tedious slow pace gameplay music would recommend,10,65,-0.012822413,5.8166866,2.0383942,en,0
Endless waves survival,aesthetic functional way slow pace enough choose level build music would recommend current state,14,96,-0.01695497,5.8463573,2.052702,en,0
Billy's Nightmare,quality life thing like refresh ability level change tedious gameplay music technical issue play full screen stutter,17,116,0.0016460724,11.218899,0.48016164,en,1
ROSE,free aesthetic messy boring look fire feel inaccurate enemy feel like bullet sponge would recommend,15,99,-0.052310444,8.337946,3.475591,en,0
Fabric Of Reality,player choice control smooth bug open upgrademenu uxui pretty terrible music,11,76,0.004773228,5.7872047,2.0782118,en,0
DECIDIT,free mouse invert unplayable would recommend,6,44,-0.07443067,10.957786,0.14244723,en,3
Nex Machina,aesthetic music gameplay tight gameplay boring enjoy score attacklike game attempt conquer deterministic linear content fast clean might sure I,20,143,0.035363466,5.989662,2.0934722,en,0
Halls of Torment,mortal I challenge attempt reach high play time achievementratio I game follow path I take need avoid guide game cheating obviously aborted run mean finish run push far possible even certain achievement unlock run review vampire survivor meet diablo fantastic twist vampire survivor active game play aim play role well lot unlock progress like vampire survivor rogueliteprogress gate behind achievement progress torment shard artifact exist beyond player choice skill gear actual build level stat great idea eg send gear surface potion eg reroll banish lock double rogueliteprogression achievement fun complete,90,610,-0.028054206,10.320308,-1.6577733,en,0
Kerker,mouse invert keybinding full screen option,6,42,0.0025878453,10.979527,0.1223592,en,3
V Rising,aesthetic play pretty smoothly excessive grind early game play solo interested grind treesstonescopper manually yes I hear slave automatize progress slow I linear progression least early game I would never recommend game however friend play might lot well experience generally enjoy farm material extended period time refine high tier,49,334,-0.0482487,8.637578,-0.74159956,en,0
BroodStar,disappointment music real progressive feeling run enough player choice make,10,75,0.053572215,5.879912,2.1129358,en,0
Astronarch,disappointment genre right alley work I player choice emergent content drive play run feel like chore,16,101,0.018013414,6.0165687,1.9572445,en,0
Symmodance,aesthetic functional yet simple music play well player choice emergent content lot unlock upgrade point system neat metagame lack proper gfxs animation barebone run weapon upgrade via chip tedious repetitive,30,207,0.01459702,5.869871,1.9822099,en,0
Robot Resistors,disappointment simple support really actual build build robot pick aesthetic music,11,82,-0.073838994,5.8499823,2.0316415,en,0
Death Skid Marks,free attitude gameplay boring music,5,35,0.004197844,5.8935385,2.1360717,en,0
Swarm Grinder,great survivor twist spawn majority enemy explore open cell enemy drop fuel health upgrade increase fuel consumptionsecond run fuel start drain health player choice emergent content pick everything run lot build combination least early run many valid aesthetic unlock work soft goalsobjective run performance seem slow weird stutter every start get lot stuff screen minor issue much well still vampire survivor use codex include unlock upgrade path,67,448,-0.048694067,10.529119,-1.6761935,en,0
Rune Coliseum: Chained Warrior,disappointment tactical option ruin unclear mechanicstutorial,6,61,-0.013465711,8.005837,4.340547,en,0
HELLCARD,emergent content play like puzzle player choice play smoothly unique cooperative experience single player experience vary coop list minor grievance single player option see card time companion game launch launcher menu select game start tooltip slight delay disabled card upgrade check decklist deckmenu,43,303,-6.780197e-05,8.986941,-1.0947846,en,0
Mining Mechs,cheap music slow pace progression play solo repetitive task work might enjoy cup tea,14,84,-0.011888762,5.900197,2.1168678,en,0
Sun Down Survivors,disappointment music player choice play poorly animation terrible hitting terrible player choice cycle way slow,15,111,0.09424352,5.7239738,2.0666146,en,0
Heat Signature,cup tea player freedom feel puzzleish still deterministic puzzle even three option right face early game good approach also obvious really deterministic solution,23,161,0.00025535087,7.903119,2.679256,en,0
One Way Heroics,roguelite mechanic dungeon crawler feel grindy wrong way movement gimmick already bad I leave neutral I would recommend,18,119,-0.07390815,9.956974,-1.025078,en,0
Castle Morihisa,aesthetic nice player choice terrible balance,6,45,0.007269774,9.773499,0.0879109,en,0
Swords & Souls: Neverseen,polished skill play role train linear progression extremely grindy feel like active idler,13,89,-0.05011504,8.694383,-0.7128738,en,0
"Gremlins, Inc.",I idea I review game I case I refund I certainly recommend,12,58,-0.07744952,6.2196565,-0.60891646,en,0
Rise of the Slime,I leave neutral great idea feel like chore play,9,47,-0.028848512,7.45437,-0.74802166,en,0
Deck of Delirium,card game infernally bad vo sfxs bore early game deck building,11,62,0.011622884,9.551183,-2.061188,en,0
Cardboard Town,aesthetic gameplay elegant functional uxui play like puzzle,8,59,-0.041893106,7.8719516,2.5839264,en,0
Company of Heroes 3,I like coh I enjoy coh play free weekend review purely come campaign perspective campaign map bit clunky take quite bit time ai take turn due animation slow unit move even though see fog war still nice upgrade since give player much control achieve goal order upgrade feel meaningful conflict feel large every unit campaign map actually regiment unit gain skill point separately get throw plethora option short either unlock new unit realtime battle unlock improve new skill realtime battle improve general perk campaign map flat upgrade unit realtime mode real issue campaign turn easy soon I notice solution realtime fight simply rush point deep stop ai capture pretty much anything I feeling multiplayer without ai play poorly however nice variance mission apply eg use limited unit destroy target survivekind objective feel bit like complex realtime version rockpaperscissor time range line sight play vision tooand obviously pause time infantry heavy machine gun nest building job either sniper mortar howitzer armored vehicle take real damage machine gun fire heavy tank income anti armor cannon bazookas satchel charge sticky bomb heavy enough tank game correct unit correct position correct time I remind warfare coh manage turn neat complex enough realtime strategy game strategy truly matter feel like breakthrough correctly time retreat various trick gimmick play nice role together sum would let understand edit nd free weekend th march I continue campaign hour simply get bore eventually uninstalle game I sure game well enjoy extended period time multiplayer pay win advantage approach pretty lame indeed someall company might unlockable ingame currency option premium currency,261,1691,-0.035680376,8.12527,-1.6872112,en,0
Museum Mystery: Deckbuilding Card Game,free way simple world much well free card game available eg card castle I would recommend,16,89,0.00428346,9.846458,-0.7214982,en,0
Project Malice,utter mess roguelikelite many well title worth time,8,51,-0.042105068,10.200046,-1.0799547,en,0
Kilta,game bad somewhat onetrick pony leave neutral review lean positive customization option various build lack control gameplay roguelitemechanic permanently improve hero really work well locked reward screen change reward select reward even though close screen,35,257,-0.06399598,7.859159,-0.70898235,en,0
Trombone Champ,well get exactly see trailer game I really would recommend gimmick fun minute,13,77,-0.06529423,7.523677,1.6458348,en,0
Buriedbornes2 - Dungeon RPG -,simply confusing broken translation mechanic,5,44,-0.035741143,9.283336,1.4954495,en,5
Cartoon Network Journeys VR,well free vr content nothing special really back half bad,10,57,-0.03708081,12.57717,0.5534327,en,0
Defiance,defiance offer hour free enjoyable gameplay,6,43,-0.054968026,9.410195,0.79142797,en,0
Gatekeeper: Infinity,prologue free content play coop slow taste I mean progression feel grindy run,13,77,-0.01585756,11.318622,1.4369859,en,0
MARVEL SNAP,I play game month actively release io free heavily pay win quick round nice aesthetic extremely random number generator heavy essentially check build work well,25,159,-0.060050074,9.395685,1.1373447,en,0
