Game,cleaned_Reviews,num_words,review_length,embedding_0,UMAP_1,UMAP_2,cluster
Team Fortress 2,I sell wife kid,4,15,-0.07297041,19.675066,4.0431886,6
Terminator: Resistance,I wish neutral yes game feel limited dialogue unintereste shallow somewhat open world craft system good,16,103,0.015972398,18.597963,6.6394744,11
Terminator: Resistance,dark horse game seriously awesome,5,33,-0.03470194,17.835487,3.0862532,2
Terminator: Resistance,bad great either worth pay full price opinion I pay honestly sub sale price game I I think big fan series could enjoy however score enemy feel bit spongy sometimes play hard difficulty medium easy I personally level ok many honestly feel bland similar look graphic bad character model animation good performance smooth I consistently get frame per second throughout game experience one crash towards end game one bug character need proceed next area game get catch behind geometry I realize till later mission I load checkpoint back portion aside I notice bug game play relatively fun good mix stealth action,101,608,-0.034928545,18.841879,5.4639297,17
Terminator: Resistance,fun ride get powerful go linear game side mission optional side mission still map go far different direction may get something character ask destroy skynet base experience point level tree nick couple element fallout like way zoom character face dialoge lockpick like fallout nice end battle make slow pace rest game worth I good job tie first two movie end infiltrator downloadable content really sweet clearing bunker terminator great job I would expect human breach talk freak go die I would give game worth buy,85,514,-0.01008072,17.948235,6.4445276,11
The Abbey,kind mediocre hold high resolution well artwork setting character model great nice disney film feel adventure aspect bit poor obtuse though still worth buck,24,156,-0.039607834,18.119207,4.826222,18
The Abbey,plot kinda interesting dialogue ok painful interface ridiculous puzzle make game really bad,13,91,-0.021822052,18.594854,6.794033,-1
The Banner Saga 3,lot improvementsbut game still suffer hand idiot understand game design think like last season game throneswhere two moron write show run material think need kill character offso lazy retarded irrational way think ofbecause hack writer ending notespende reknown upgrade fighter use supply training still retarded I glad franchise I tired deal single monetary system go way nonsense try make game unique gorgeous artwork decent storyworld lore could stick standard combat monetary system fill game proper full voice act narrator make million night keep character death battle field realistic choice dangerousinstead arbitrary force player,93,637,0.040577732,19.138529,7.2998204,14
The Banner Saga 3,even though I love first two game game really enjoyable I sadly feel like halffinishe work lot character story remain unfinished ending rush satisfactory cutscene really short developer seem forget substorie like ending second game bolverk horseman king etc also huge questionable game design choice game shorten much play game well see less content make mistake less mistake still game pretty short actually good thing I relieve I able finish game main reason constant crash unfortunately game stable enough save option autosave therefore lose lot progress especially wave system long battle enjoyable wave system bad crash make risky wave system risky since huge gamble wave give huge reward force finish combat quick manner enjoyable I gameplay add much new enemy witch class dredge playable character level bring title system passive ability similar levelling system present second game feel well progress accomplishment feel training system camp management go dialogue much less boring choice also achievement renown award system get renown unlock achievement one time continue annoying crash I lose renown crash go purchase game least expensive expect much mindful achievement hunter since one achievement doable anymore,185,1226,0.045658298,18.48757,7.655694,9
Thronebreaker: The Witcher Tales,one another inbetween game I art style pretty good writing decent story bit mediocre sadly deck building try new card combination big part game much variety enemy use card boss battle different puzzle battle lot offer different battle great I hate I think give different feeling game lot people annoy battle actually puzzle give I strength finish game still change good witcher clickbait game one battle picture geralt bit annoying I even though bad game I give thumb I get really bored force finish,84,499,-0.0030105107,17.69191,7.925958,-1
Thronebreaker: The Witcher Tales,yup good,2,8,-0.07882817,16.253616,1.2464312,0
Thronebreaker: The Witcher Tales,thronebreaker creative take witcher gwent minigame wrap superbly write voice single player campaign battle take place card form game clever present unique scenario change fight encounter puzzle use prebuilt deck versus prebuilt scenario however use deck addremove card outside battle make many nuanced decision leader ruler often consequence plot army deck card game enjoyable I recommend however issue mention first far long even high difficulty probably assemble pretty unstoppable deck halfway point battle deal use strategy get repetitious even various scenario make vary second relate ton motivation tinker deck save different configuration try new one mean scrap old none scenario really punish deck strategy either point force I change play issue repetition essentially game super fun well put together could really afford short difficult even gameplay slog along nd half though plot decisionmaking voice act really carry rest way,139,937,-0.009848956,16.991209,7.7200594,-1
Titanfall® 2,like battletech everything lame instead cool,6,44,-0.07631078,18.564148,6.2075806,11
Titanfall® 2,titanfall please,2,16,-0.016225718,19.42629,5.206544,18
Titanfall® 2,I express amazing underrate game shame dying ea nothing stop,10,60,-0.031831753,19.450106,5.832548,17
Titanfall® 2,gimme titanfall titanfall one two combine remaster content one place,10,68,0.01679655,19.208427,5.491528,-1
Titanfall® 2,immersive game I ever play also basically mech anime,9,52,0.0038766405,18.388721,5.524101,17
Titanfall® 2,bt base gigachad,3,16,-0.030540409,17.448969,3.6630573,-1
Titanfall® 2,ea reason I play amazing game still launcher absolute crutch,10,60,-0.015537279,19.578592,5.7770867,17
Titanfall® 2,single player campaign would worth original purchase price game look great I love back forth fighty robot run around wall campaign linear heck far short I glad I pay cdn multiplayer afterthought I play afternoon I hook mixture frame per second human run around frame per second fightyrobot mayhem really lot fun like multiplayer expect team work side unless part organize group still blast anyway I still sure worth full price sale well worth,74,442,-0.038041428,19.381674,4.1843977,-1
Titanfall® 2,great campaign one favourite favourite frame per second game time sadly multiplayer neglect overrun hacker keep ddose server wanna play get northstar client github really easy install make community constantly add new game mode anti cheat security custom server browser everything unlocked,42,289,-0.020202816,19.67017,5.479133,19
Titanfall® 2,jep well fast,3,13,-0.07419611,16.665386,3.0758097,-1
Torment: Tides of Numenera,I see bad review honestly think must mistaken reality I bored game I give hour bad combat system bland character overly verbose exposition I could bother know care find character I enjoy original game play many similar game include baldurs gate series original sin game lot text game feel completely uninspired I feel like big chore make developer I play I request refund I get enjoyment game game feel like chore,71,413,-0.03409207,18.706038,6.614191,11
Torment: Tides of Numenera,another classic frp rpg piece lover genre turn base combat everyone I one hate backer game I vote hybrid gameplay somehow manage get game make turn base kill lot fun I story make definitely play seasoned role playing game player take bit get use get really story due original game system classic frp rpg problem customize character apperance shop game give cancer money big issue simply talk way every situation fool fact give less rating tyranny game need seriously,79,466,-0.009954217,18.858702,6.9587564,-1
Total War: WARHAMMER II,enemy army long park one step beyond range every time,10,53,0.010200357,16.16214,5.759183,11
Total War: WARHAMMER II,lot reoccure minor bug issue previous warhammer supposedly fix unit change target randomly reinforcement show odd place regardless map positioning look great graphically campaign ok make much improvement instance unit formationsno wedge etc heavy calvary work well either battle ai pretty bad send tough hero archer rain arrow onto enemy unit cluster around say hero I vote crash non stop turn campaign pretty damn good rig nvidia I would purchase game steam run risk happen get anti consumer return policy never buy another sega game edit year later still retarded hey look billion enemy spawn stupidity change complete idiotic nonsense fort siege I lose minute battle slaughter rat randomly appear last ritualbecause one rat ogre get unnoticed capture citys flag nevermind fact lose troop I lose mine last enemy unit field nevermind fact unit middle kill itnopewe decide surrender commit suicide edit sojust lose battle I bring entire army hawk archer wreck crap enemy mostly ground unit kill still bunch ammo heywe hire design thing I lose fight I unit loss thousand killsbecause enemy control battlefield must land fight foot like thatentire army start waver run I literally ask fuck happen pure disbelief brain honesty could fathom idiot design game really retard punish I smart total warexcept come air superioritythen unit fly commit mass suicide game never worth worth either maybe give shot,223,1399,-0.010411894,19.141289,7.93609,9
Total War: WARHAMMER II,rat biological weapon,3,21,-0.01732821,16.257715,3.846825,16
Total War: WARHAMMER II,good total war warhammer lizard,5,31,-0.09543727,16.556133,5.339766,10
Trailmakers,really enjoyable buildyourownvehicle game fun campaign great variety block nice intuitive ui coop friend work well go low expectation come pleasantly surprised,22,159,-0.09180177,16.911106,6.328857,14
Trailmakers,much fun physics quite good,5,27,-0.08309107,17.344624,1.8131014,1
Tropico 6,garbage game rip enjoyment play tropico annoying tedious play,9,61,0.026854083,18.35197,3.5225098,-1
Tropico 6,little improvement tropico ai completely break watch horde rebel sack capture palace military sit basis leave almost say rebellion cause low housing employment happiness population refuse move free housing refuse get job I buy anything tropico franchise ever,38,258,0.03603156,19.220465,7.3675156,14
Ultimate Epic Battle Simulator,many game contain k chicken nazi time,7,37,0.037971526,18.171799,4.645548,15
Ultimate Epic Battle Simulator,beeg battle,2,11,-0.018383397,17.126749,2.7213807,2
Void Tyrant,extremely polished indiegem unique mechanic combine roguelitelike card game deck base dice game dealer card idea get high value opponent without go past difference indicate strike various effect draw card per turn use mana call spirit discard redraw card play card use mana manipulate either opponent result various way card impact card value impact effect winlose round great game although endless run get tedious great build talk step,68,436,0.010396528,17.12801,7.9902587,4
Void Tyrant,amazing much game take basic blackjack mechanic although game card value go make incredibly deep deckbuilder class dozen unique baddie creative way skew odd favor,25,162,-0.08737321,17.135864,8.034577,4
"Warhammer 40,000: Space Marine 2",would burn heretic kill mutant purge unclean,7,44,-0.032238726,16.178625,3.8584218,16
"Warhammer 40,000: Space Marine 2",game masculine I start inject testosterone read warhammer book,9,62,0.008985746,16.69624,5.395317,10
"Warhammer 40,000: Space Marine 2",decent though I like space marine well,7,38,-0.022929398,17.282097,6.116941,11
"Warhammer 40,000: Space Marine 2",solid experience triple title sequel I would expect lot campaign mission weaponry armor etc feel like content everything money grab repetitive task bit much even unlock downloadable content still need repetitive task spend credit unlock individual piece unlock suit need repetitive task unlock piece customize insane throw woke die side squad character game disappointing buy,55,375,-0.08025235,18.162617,6.0354114,11
"Warhammer 40,000: Space Marine 2",I play game like long time game great graphic good story great lore atmosphere narrative style campaign text book level genre plus game manly game ever positive way feel epicene lot scene problem last boss design ai problematic high difficulty also attack also game support coop campaign operation pvp pretty decent match easily find even though aaa overpriced like aaa game look forward third game,65,398,0.016918154,17.949526,6.4052453,11
"Warhammer 40,000: Space Marine 2",choppy gameplay choppy audio choppy choppy I recommend spec wish I could get refund,14,83,-0.016764738,20.113031,6.2211766,17
"Warhammer 40,000: Space Marine 2",warhammer franchise many different take variation source material lot usually fall rhythm time however original space marine title release standout experience sadly end cliffhanger boltgun serve shadow sequel former bow get much anticipated follow despite everything right I feel little muddle part space marine pick two century original bitter sweet ending titus serve selfimpose exile deathwatch nearly die save via rubicon surgery go astarte primaris major upgrade like previous game lead small squad tyranid invasion lot previous game story beat come full circle honestly story game sti even though I big lore fanatic finish prior game give lot context need however campaign part short welcome character appearance I spoil big issue campaign lack progression throughout hour romp bug stomping fun get I wrong combat game incredible really feel like walking tank conscious variety weapon primarily boltgun feel play game hard difficulty earn anything special however conjunction main campaign operation mode put shoe tituss battle brother perform task relate main story event I find far engaging well rewarding even get little grindy feature upgrade equipment make far rewarding perspective feel like get strong hard work top notch inclusion able change chapter color also welcome especially make custom armor setup feel engaging personal I knock campaign still highly polished experience mode explore multiplayer allow kind customization operation new outlet rear ugly head complaint space marine feel like paper listen I get game suppose power fantasy ultimate weapon everyone damn near impervious would really muddle experience part I mind decision since need think context lore I suppose space marine man weapon fire high yield explosive would make sense weapon effective one another yknow I really wish horde mode like previous game hopefully operation add near future I feel six mission already available might get little old least give opportunity earn requisition point help expediate mundane repetitive task overall game well craft I would recommend wait sale,313,2071,-0.030473385,18.664345,8.071038,5
"Warhammer 40,000: Space Marine 2",emperor protect sanity recommend I come chainsword stay existential crisis space marine I learn three thing jump horde tyranid cool eat face space marine basically caffeinefuele walking tank hero complex I probably cut save humanity first mission I feel like god among man smash enemy like sentient blender third mission I pretty sure character angry get enough sleep coffee slay xeno week without break dialogue full testosterone random battle cry make I question space marine secretly poet hate rhyme let forget chainsword close thing therapy st millennium I never feel alive fun though one time I deep combat I accidentally start attack team turn space marine appreciate friendly fire know space marine like brutal workout thumb soul come purging stay crisis faith final verdict like enemy serve extra crispy friendship strain chaotic voice chat game may emperor mercy save file,140,881,-0.05340227,19.06575,7.8087053,8
"Warhammer 40,000: Space Marine 2",try coop yet singleplayer experience awesome,6,44,0.0056409985,17.17524,5.2088647,17
"Warhammer 40,000: Space Marine 2",really miss big strengthen dude power fantasy game back day real breath fresh air campaign alot fun especially play friend coop operation fun I great time pvp though could really use map overall great time ton great gore action beautiful graphic good performance great enemycharacter design,46,290,-0.03495999,17.57015,6.0711894,11
We Were Here Forever,last game series enjoyable short game even though graphic well bit different game puzzle like chill game puzzle design differently finish game I want play side however I care time since side obvious see side also end bit lacklustre enough end series still good game original unique content worth experience,50,306,-0.00797181,17.73132,5.6944003,-1
We Were Here Forever,puzzle easy previous part part new style totally love,9,53,-0.07203778,17.843374,4.3588305,16
We Were Here Forever,game get well well,4,18,-0.009500781,17.45468,2.8311121,2
Wolfenstein: The New Order,story great well frame per second game side quest change anything I guess overally fun relax game however expect anything,20,121,0.018190429,18.210571,7.012866,14
Wolfenstein: The New Order,fill crash take pick press enter menu loading screen change level even go one cutscene another crash yes I try suggestion internet nothing work consistently I sad I play game fully I like premise game give excuse mow nazi like ld sign I feelslook great consider release cut feel deeply consider game I play run without technical issuesin reverse chronological order meshadow war bioshock infinite ac revelation game straight crash across many point game even many troubleshooting attempt time move welp additional info spec lenovo cpu iu ram gb storage gb nvme ssd gpu tb egpu,96,576,0.019360824,20.211138,6.0667057,17
Wolfenstein: The New Order,final boss fight mother bullet sponge bad game design rest game fire,12,68,0.042175606,16.668493,5.0844727,17
Wolfenstein: The New Order,great game,2,10,-0.044934165,17.795933,2.710966,3
Wolfenstein: The New Order,gr game,2,7,-0.05814612,17.521181,2.5829322,3
Wolfenstein: The New Order,lot fun even ludicrous,4,22,0.020613449,17.291142,1.8643419,1
Wolfenstein: The New Order,good shooter experience,3,23,0.008345372,16.306318,4.718134,17
Wolfenstein: The New Order,meaningless pointless shooter good graphic bad physics boring storyline waste money time fool review game feeble minded seriously everything cheesy I even feel like see end game,27,177,-0.0034901772,18.736183,6.5900054,11
Wolfenstein: The New Order,wolfenstein new order probably one first game make I want ps I pc I say still spectacular game soak nazi blood enjoy return castle wolfenstein I recommend one even embrace ridiculous design concept like dualwielde large assault rifle yknow screw I know right game say rip tear certainly something,49,296,-0.018512495,17.598412,4.813604,-1
Wolfenstein: The Old Blood,good shooter first game bit well story detailed first one first one detail enemy similar skill tree detailed much first one however like wolfeinstein game much tell actually fun shooter,30,185,0.009227599,17.21802,4.757922,19
Wolfenstein: The Old Blood,old blood good companion piece new order feel line return castle wolfenstein new order mechanic means bad thing use old school ramshackle gun satisfying allow player spend time pale comparison short live introduction new order worthwhile side story I highly recommend,41,267,-0.049431548,17.39211,4.632612,18
Wolfenstein: The Old Blood,sehr gut,2,8,0.0012680885,16.254139,3.161831,-1
Wolfenstein: The Old Blood,nice addition probably expensive still good,6,43,-0.060228564,19.330929,4.0890827,-1
Wolfenstein: The Old Blood,probably favourite wolfenstein reboot perfectly reimagine castle wolfenstein wolfenstein modern age first person shooter stealth game drown nazi toilet fight lovecraftian horror long new order opinion alot fun successor game touch one,32,234,-0.013114152,17.59547,4.660069,-1
Wolfenstein: The Old Blood,first review game negative run like amd gpu fix I finally manage finish game thank god like new order good surely disappoint beat new colossus youngblood sure,27,158,-0.05633745,19.611773,6.3763423,10
Wolfenstein: The Old Blood,woooooooooooooooo,1,17,-0.060517333,16.208649,1.1629325,-1
You Have to Win the Game,I enjoy nice control good difficulty level pretty screen I get thing I think might enough I,17,91,-0.07038166,16.781603,6.845308,8
Yu-Gi-Oh! Master Duel,due honesty fun hearthstonemtg arena version yugioh official platform play mention automate puzzle ruling official platform mean confidence ruling indeed official,21,162,-0.051912274,17.514471,7.2498684,9
Yu-Gi-Oh! Master Duel,arabic translation,2,18,-0.030893374,16.0692,3.2314484,6
Ziggurat 2,I usually turnbased player really bad reflex I still blast good game fastpaced smooth enjoyable game good sense progression enough content even early access lot fun I wait future update,30,185,0.0077148373,18.983232,7.064872,-1
Ziggurat 2,fast pace magicthemed shooter roguelite fun iteration original fun weapon many perk choice per run fast game pace low room variety low enemy boss variety early game bit repetitive due slow unlock like original easy recommend easy skip otherwise like boomer shooter fast movement fun gun variety blasting room enemy mind bit repetition give look,55,344,-0.013915627,16.436077,5.869198,11
