game,cleaned_reviews,num_words,review_length,embedding_0,UMAP_1,UMAP_2
METAL GEAR SOLID V: GROUND ZEROES,metal gear solid ground first metal gear game pc I play old game ps like old game game still masterpiece though game short main storyline game consist one mission try side mission also good sequel game metal gear solid phantom pain I surely go try thank hideo kojima bring masterpiece game,51,289,-0.05138263,10.888443,8.655709
METAL GEAR SOLID V: GROUND ZEROES,fun sell one mission mgs v whole game scam,9,42,-0.08614646,13.98406,9.460297
METAL GEAR SOLID V: GROUND ZEROES,hard recommend interested main game phantom pain probably play first really something package main game prologue chapter game campaign minute long without cutscene side mission come hour minute total gameplay smooth I keep replay many time differently could stuff I discover,41,274,-0.03784095,11.349906,9.738658
METAL GEAR SOLID V: GROUND ZEROES,short fun,2,9,0.03452033,15.25044,6.7165494
METAL GEAR SOLID V: GROUND ZEROES,play demos long,3,15,0.033247408,14.862878,8.622026
METAL GEAR SOLID V: GROUND ZEROES,good addon mgs v give backstory prestigious character big boss,10,62,-0.16928604,11.123302,8.848706
METAL GEAR SOLID V: GROUND ZEROES,game tech demo big game mgsv,6,28,-0.09528447,13.634577,9.250149
METAL GEAR SOLID V: GROUND ZEROES,steam say I buy game times kewl,7,31,-0.06618343,14.720092,9.5670805
War Thunder,fun first hour realise actually want anyone reach end tech tree make impossible example tier tech tree across branch russias plane day premium account buck irl hour I even scratch tier I make enough money actually buy plane play match gather experience point learn buy plane enough I buy plane I equip plane I money train crew fly I I also need consider buy expert licence x cost train extra point stat I join match I spawn plane I enough money spawn mode I go back low rank stuff repetitive task bit I reequip new plane I find someone kill I leave spawn someone I strafe I try shoot back die get charge repair plane rearm I leave match gameplay loop idiotic easily hour get capable jet end game vehicle simulator mission historical mission little annoyance cost associate like able play certain mission without get certain type kill specific vehicle highly competetive toxic game mode everyone try finish match without negative balance anyone else hear multiplayer game take money away get enough kill,173,1002,-0.01619034,11.1297865,11.93859
War Thunder,pay play,2,8,-0.021996504,15.155478,8.483003
War Thunder,I hate,2,6,-0.07358774,14.597851,5.9407535
War Thunder,fun friend play rettelse lortespil lortespil lortespil lortespil lortespil lortespil lortespil,11,94,0.0033793026,15.096558,7.6621366
War Thunder,tonk go boom,3,12,-0.055119794,13.647439,6.2137837
War Thunder,become somewhat playable update,4,31,0.019054078,13.473401,11.61534
War Thunder,gayjin say chieftain mk design equal footing design russian propaganda game,11,75,-0.036084183,12.058209,9.602803
War Thunder,overpower premium devs state give new player top stuff bad thing repetitive task bad conviniently ignore overpower top tier premium easily entire top tier line consist nothing premium squadron vehicle condescend hypocritical community manager please give feedback forum instead delete negative post devs instead fix obvious bug problem game ignore issue make game knowingly worse add thing like last second update drop example leave certain bug game conviniently affect overpowered flavor month premium much I lazy list cuz I well thing give game terrible devs attention,86,570,-0.07355735,13.155886,11.35201
Iron Danger,iron danger incredibly immersive fresh experience though unpolishe time novel timebase mechanic allow choreograph battle satisfying way though bit tricky maneuver multiple character,23,181,7.434907e-05,11.618722,9.374551
Blood and Bacon,goofy game indeed price tag worth money game jab valve leave dead good way course fun fast sure hell goofy,20,106,-0.047445394,14.322389,9.464014
Blood and Bacon,really cheap even full price see steamstore many time I try get day I get bore,16,78,-0.056508195,14.655701,9.691206
Blood and Bacon,fun simple lot content especially ask price,7,43,-0.0407412,11.705738,9.677094
The Witcher 3: Wild Hunt,game I quite buggy game year I google couple time I get stick blacksmith interact fall map enter exit cave,20,106,-0.036505442,13.605356,9.931651
The Witcher 3: Wild Hunt,one good game I ever play story wise action bad highly recommend everybody play good time,16,89,-0.01232189,11.67745,9.005382
The Witcher 3: Wild Hunt,good rpg game ever,4,18,-0.041671272,12.968448,8.082499
The Witcher 3: Wild Hunt,I mean come witcher go ahead buy,7,32,-0.02697111,15.051185,9.12091
The Witcher 3: Wild Hunt,difficulty year old grandma could play easy normal hard dark soul graphic ms paint bad meh graphic matter game good beautiful masterpiece music bad special good beautiful story game story like play temple runner story people want well write epic story imagine kingdom heart crack price free underpriced perfect price could cheap overpriced complete waste money requirement run microwave average high end nasa computer length short hour short hour average hour long hour extremely long hour end fun rather watch paint dry hard enjoy repetitive actually pretty amusing kind fun remember ride life replayability onetime experience achievement wait monthsyear definitely infinitely replayable worth buy wait sale yes taste definitely good game time cult follow,114,756,0.013360101,10.560363,10.308195
The Witcher 3: Wild Hunt,one good rpg I play write lore story mission design quality great soundtrack fantastic gwent fun even though combat great acceptable skill tree equipment variety wellmade time need change equipment set piece graphic still look great update recently,38,248,-0.0060108695,11.83068,9.57428
The Witcher 3: Wild Hunt,iz gud,2,6,-0.2127029,13.910078,5.8636246
The Witcher 3: Wild Hunt,uninitiated witcher series base polish book series name follows geralt witcher mutated human specialize monster hunting first two game track crime indicate stole track assassin target king witcher follow geralt attempt track sortof adopt daughter ciri play get series question pose early game help choose critical choice occur game also massive character journal give background everyone write geralt friend dandelion however opening prologue establish fantastic understanding geralt freshly introduce character yennefer ciri new player might bit lost come prominent character last two game triss zoltan dandelion level immersion witcher universe entirely choose delve deep disappoint last two game take place series mediumlarge environment witcher take full step towards completely open world one help think skyrim situation easy see similarity however game never feel like stealing concept I set marker away still encounter guard treasure monster bounty head woman desperate need lost frying pan way game reward discover exploration curiosity yet despite run around secondary task never quite feel like grind genuinely engaging walk new town discover people problem I yet find single go forest kill x amount x quest along way pick recipe various bomb material sword armor mutagen enhance ability come together craft system massive amount ingredient problem occur hint give find particular plant material even far unexplained dismantle system break material small different piece big feature witcher series get know choice consequence system go extra mile make sure constantly never truly sure make right decision prevent simply reload game upon make bad choice game write often time know consequence action encounter much later game also feature sherlock holmesbatman style witcher sense highlight special object environment use many time pick bounty monster start scene last attack figure pick trail personally I find feature little bit overused still engage nonetheless combat vary heavily difficulty set low difficulty may get away hacking slash however anything high rely tool movement spell time geralt extremely mobile top parrying attack also roll quick dodge albiet control quick dodge bit awkward brilliant thing monster design game one give visible weak point exploit order geralt effective witcher need prepare bestiary keep track various weakness monster able survive come play smart prepare beforehand high level play demand patience knowledge opponent say low difficulty level ruin game feel like two separate experience previous witcher game always game serve side quest witcher feature dice poker whole lot strategy chore play witcher add card game name gwent mindset hearthstone play separate deck build use compete dozen npc massive step previous game definitely worthwhile side quest take much skill understanding game succeed far graphic game go absolutely stunning look albeit difficult game run setting maxe witcher still manage stunning look game character detail stand main character game noticeably high quality level motion capture compare village npc even small thing like geralt beard astound grow overtime unless shaven however game without fault minor however since one well launch I see recently fall damage game massively overpower take away large chunk geralt health drop story horse get stick odd part geometry swimming diving control awkward sometimes witcher sense geralt run time aforementioned glitch gwent game I experience well rare crash two soundtrack amazing get bit repetitious combat vocal track sound amazing trailer hear lady frantically singe th time way near town really wish could tell calm I mention game fault tend minor side even could patch look absolutely massive rpg engaging world character look far witcher pick often sale cd project red magnum opus ultimate build franchise pc gamer love since absolutely get money worth game disappointment sheer amount treasure hunt people kill sorceresss screw fry pan find,595,3970,0.0060341973,10.557021,11.662823
Squad,audio issue year ago fix I wish I could get money back,12,54,-0.029572612,14.812609,10.276616
Squad,game full adult teenager act like child grief get ban joke game sweat like mess around casual fun,18,97,-0.054323267,13.42234,10.4273815
Squad,good game godawful community full spergs,6,40,-0.045054752,13.939878,7.506174
Squad,four hour play game spend troubleshoot audio issue I absolutely game audio I try every fix I find I watch dozen video uninstalle game time verify integrity game file several time change audio device restart pc several time I still zero audio apparently common issue time blow mind issue serious go unfixed unless wanna risk deal infuriate problem I buy game,61,357,0.0874408,14.679839,10.5219
Squad,player base mainly grow man love realistic battle simulation ruin turn fortnite,12,79,0.004500223,12.130032,10.923711
Squad,run minute die repeat,4,21,0.018903533,13.934275,8.62394
Squad,beer,1,4,-0.0424169,13.442371,5.512517
Squad,bad,1,3,-0.060130913,14.524171,5.7990036
The Darkness II,emo super power,3,15,-0.07102509,12.222621,6.788711
The Darkness II,I say game underappreciated first game less cult classic may never see light day pc darkness I pay much love source material cell shade art style brutal quadwielde gunplay I still feel like game deserve proper conclusion definitely give try disappoint,41,251,0.000933318,12.411418,9.376506
Dark Messiah of Might & Magic,dmmm product time sure brutal jank poor writing cringeworthy dialogue game pretty good good physics identity overall lot fun also run pretty fine get go thank source last thank dishonor ill love forever,33,202,-0.09533189,11.031601,9.087206
Dark Messiah of Might & Magic,game really good I say sword play quite methodical clunky basically trading hit till someone die also huge issue crash game I fix put command novid mapbackground none game launch option game quite enjoyable also mention whole atmosphere game really eerie I love,43,261,-0.011589285,11.834206,9.542313
Dark Messiah of Might & Magic,good kicking simulator could ever spend money I think reason reviewer rag time game pedigree want serious rpg instead get incredibly enjoyable action game spend time drop goblin trap kick orc cliff reviewer right story script garbage overly serious overly cliche sexist garbage define might magic since ubisoft acquire,49,318,-0.07049041,13.218713,11.099686
Dark Messiah of Might & Magic,I love game I first play I know story good bad think old game different ending great fan might magic series I guess like least lore fight mechanic pretty progressive time many flaw like weirdly miss aim someone I play game hardcore difficulty regular fighting make sense need use environment heavily plus time enemy oneshot parrying normal I guess developer try many original thing could right need crouch sometimes I think game first person fight game rpg aspect game bad,80,472,0.029220918,11.793696,10.264456
My Summer Car,nearly impossible beat everyone enjoy fun part,7,46,0.04870273,14.944835,6.933202
Men of War: Assault Squad 2,right I fail see mowa anything full price map pack update model I issue developer really surprise I ill reccomend game ifwhen pull sock note I well aware game betaearly access still change fact neither early access content advertise look anything new model revamp map old game new sound christ sake guy update infantry model stop abuse rating system flag negative review abuse dms joke,65,385,-0.05341607,13.625986,11.00019
Men of War: Assault Squad 2,airborne downloadable content fun ai skirm also large modding community workshop support,12,88,-0.07863878,13.683862,9.787796
Men of War: Assault Squad 2,hard,1,4,-0.004576825,14.689048,6.047452
Men of War: Assault Squad 2,good micro management strategy close combat series,7,50,-0.0024016113,11.982094,10.495968
Ghostwire: Tokyo,naruto ghost buster simulator,4,29,-0.030169973,12.377136,8.394156
Ghostwire: Tokyo,think company go low bethesda tango update game add denuvo game post launch illegal people purchase mention denuvo page people deal bloatware make game stutter absolutely shameful bethesda never learn,30,200,0.021356417,14.005149,10.735841
Assassin’s Creed® Brotherhood,I remember excitement assassin creed brotherhood vividly since direct continuation ezios story time great since ac leave incredible cliffhanger least ezios perspective I replay recently I definitely enjoy I remember especially since return briefly visit rome time around however ezios status master assassin finally come centerfold since subtitle imply lead brotherhood train new assassin help reclaim rome genuinely fun system especially come induct master assassin reclaim rome also another fun thing since feel like heavily expand villa previous game little caveat make thing interesting game also nice little jaw dropper end one little warning game game technical issue due optimization aware jump I highly recommend ezio second chapter anyone new series,111,758,-0.045464184,10.155397,10.69155
Assassin’s Creed® Brotherhood,none assassin creed series beat ezio series even high graphic,10,61,-0.013165488,10.139667,10.689497
Assassin’s Creed® Brotherhood,finish even release year ago I would still recommend game assassin creed fan start acii full ezio experience great story storydriven game fan rd person action adventure fan graphic outdated mechanic still hold especially priceget sale I would recommend gamer fit category I would recommend much recent ac games note play game solely singleplayer,54,345,-0.029521722,10.222861,10.58807
Assassin's Creed 2,nostalgic challenge I seek get extra cash pick take home,10,56,-0.020839605,10.540082,10.341821
Assassin's Creed 2,kt senelerde ps de tam defa bitirdim sonrasnda uplay den satn alp kere bitirdim ezio collection ktnda kere bitirdim imdi ise steam den satn alp bitiriyorum hadi hayrl,28,166,-0.104459316,12.184698,5.543469
Assassin's Creed 2,beginning legacy alright let real assassin creed point slowly surely devolve call duty almost yearly sequel prequel spinoff sort tom foolery seep long run franchise however I say original ezio storyline among one favorite series yes game moment I say without shame black flag still one good even though fall beat path desmond boring midlife crisis thankfully spartan pirate syrian badass italian assassin worthy praise assassin creed honest god opinion empire strike back series go beyond reshape already establish formula prior game big way go day rely singular set weapon eventually get upgrade certain chapter slowly build arsenal become well another big change character play long play master assassin altair take role young firecracker name ezio due certain circumstance take classic white robe hide blade quest revenge beauty game spend much time character see slowly evolve spunky young man stuff legend feel ezio become skilled assassin trade way must upgrade armor weapon well train tip iceberg great addition dye robe break away traditional red white color scheme popular creed gradually upgrade hide blade weapon add value already expand line skill one feature would later expand brotherhood revelation build home base come form villa de auditore even though nothing staggering give sense pride build dilapidated town guild shop also give source income also villa home one special collectible worth hunt I ac worthy sequel never overshadow especially since kickstarte lot already prominent feature recent title sequel follow ezios tale also owe game game always one standout series,246,1592,-0.0112776365,10.297744,11.219528
Assassin's Creed 2,one good assassin creed games beautiful city florence venice roma parkour first game ezio,14,89,-0.030231083,10.154592,10.627604
Divinity: Original Sin - Enhanced Edition,combat game god awful I ever experience fight large group hit like truck ton health deal non stop cripple status effect stun lock battlefield look like elemental diarrhea every combat take I like minute get I lucky sometimes easily minute animation slow ai regularly break pause sometimes minute straight I single combat I feel like painful,56,340,-0.010280238,13.0556135,10.380319
Assassin's Creed® Odyssey,I type proper review accidentally hit cancel fug hell I forget I even steam touch ac year I like thing one I like typical ubisoft game basically everything farcry asscreed ghost recon watch dog different setting rpg shift welcome change compare I leave series story wise I understand mysoginistic crowing able play female idgaf add character world interesting way far well odyssey followup whatever shape shift gender bending crap go eivor character valhalla game big problem simply big bloated busywork like region like hour stuff must complete incredibly repetitive series I boycott almost year refreshing return I put hour far I still like odyssey valhalla,105,659,-0.010878025,13.171937,11.383554
Assassin's Creed® Odyssey,game playwise pretty much assassin creed jump thing climb thing murder people etc win award new innovative element huge although vastly squash compare actual greece obviously gorgeous I often feel like hang beach character especially kassandra fun quest often funny dramatic interesting I love mercenary hunt periodically shade system shadow mordor solid fun enjoyable game,55,373,0.006912941,11.106097,9.913196
Assassin's Creed® Odyssey,assassins creed rpg greek mythology assassin creed assassin creed odyssey assassin creed game,13,93,0.018820647,10.149515,10.633486
Assassin's Creed® Odyssey,way demand frame per second medium setting overclocked ik evga bg ram I another launcher computer stand ubisofts garbage launcher,20,129,-0.012824823,14.180771,10.21611
Assassin's Creed® Odyssey,overprice sjw revision history asset reuse ac origins storyline meh gameplay dynamic bad though whole adventure rpg aspect add game make barely playable yes wait huge discount,27,175,-0.05580237,11.884431,9.634299
Assassin's Creed® Odyssey,honestly enjoyable even game design stray far away assasin creed originally stand many game break glitch game full content wich surprising consider ubisoft title wich also mean get deal uplay bs,31,194,-0.04817173,13.200393,11.243988
Unturned,minecraft zombie,2,16,-0.051263705,12.189554,7.3463936
Unturned,hej,1,3,-0.037548542,13.576184,5.298266
Unturned,great survival game love visual,5,31,0.014031194,11.851262,8.254144
Unturned,good good sometimes get boring still good,7,41,-0.018264899,14.95644,5.99642
Unturned,cool maybe,2,10,-0.08713416,14.432857,4.7490563
Fallout: New Vegas,house always win,3,16,-0.0007246062,14.18021,7.0270476
Fallout: New Vegas,hand good fallout,3,17,-0.01983814,13.413583,7.2244816
Fallout: New Vegas,despite infinite loading glitch occur frequently game still great I highly recommend buy gog instead steam smooth experience hour upon hour content near infinite replayability I still prefer fallout bit game close second,33,220,-0.0027688458,13.858594,10.337971
Fallout: New Vegas,game smoking turd come fix mod become compelling alternitave fallout year apart different developer game fill niche compliment bad developer wrap pc store cancer war,25,165,-0.026089888,11.820013,10.839482
Fallout: New Vegas,alternate reality entire world dangerous australia nuke well check toilet seat spoidah mate,13,91,0.01958353,12.088989,7.69047
Fallout: New Vegas,video game turn I woman,5,23,-0.011221768,13.425006,7.6209774
Fallout: New Vegas,great game I hate taxis,5,23,-0.02409811,14.715863,7.735475
Fallout: New Vegas,average story fun quest long playtime okay rpg least fallout game however need play mod else play build like explosion even mod lot bug bethesda never care like every single game developer game vat system pretty bad game way I know I give game thumb I guess I like rpgs first fallout game anyway buy bundle include dlcs sale pretty good idea,62,341,0.0073506758,11.680087,10.4197
Fallout: New Vegas,I get spur jingle jangle jingle,6,31,-0.0113084195,13.394044,6.466913
AdVenture Capitalist,bitcoin nutshell,2,16,-0.0032716948,13.888499,10.451257
AdVenture Capitalist,fun addictive really easy nice casual game play age time addictive help keep come back I guess lure earn billion upon billion poundsdollar much stay away even fake money laugh loud game run real time constantly sit screen watch money build buy another upgradebusiness tune little repetitive thing I find annoying game also get truly addicted game like I also adventure capitalist app I io I know android version free tho like pc version option micro transaction little patience really need play game easily enjoy without,86,520,-0.03219347,13.18397,10.635792
AdVenture Capitalist,I guess serious obsession either large number I admit numeral like tresexagintillion part usual vocabulary till recently ancient greek numeral vide supra serious greed issue I one combination three game fun,31,206,0.036106024,12.509795,10.928684
Cyberpunk 2077,I positive review game launch I really like keanu think bug n glitch could forgive story fast forward patch I play game like hour finish main story side content I nothing play gig n roam around nc I realize empty unfinished soulless I could forgive bug n glitch anymore I mean come year game advertise year laugh ass I never hate walking non player character much game even story leave okayish last year feel like really impact city law like rpg game game nothing broken trash,86,476,-0.053617127,13.013896,11.471109
Cyberpunk 2077,cyberpunk always good get forget game messy history get pull one beautiful game I ever play note steam playtime indicative total playtime first full playthrough playstation important remember cyberpunk launch stupid preorder game say review game messy development release review game great game despite,44,302,-0.03796391,12.622664,10.882952
Cyberpunk 2077,still lot develop wait properly fix hour game play potential finish still buggy hell especially game get close ending miss bug I never know ending achieve almost ending make choice almost meaningless throughout game,34,215,-0.018213747,13.294921,10.078507
Cyberpunk 2077,I really want stay house rosa walton hallie coggin,9,50,-0.035069745,12.870107,7.171807
Cyberpunk 2077,fun game abit overwhelming get really get,7,41,-0.090936154,14.283516,7.8564963
Cyberpunk 2077,I forgive cdpr one overhyped false advertise unfinished pile garbage aaa history launch game amount feature miss absolutely nothing bug fe travesty I mostly forgive year bugfixe content upgrade later I positive thing say negative I finish expansion yet mostly give I I want end cyberpunk story one downloadable content release shame much time spend patch hole boat really never first place I edit end patch slip stuff last moment make even sad take long get first place end play game start finish easily game end life much time spend fix thing rush lie first place cp rush market cash holiday season almost completely destroy cdprs reputation much pain suffering right wrong game forever cautionary tale,116,703,-0.007981385,12.947541,11.521688
Cyberpunk 2077,I want game devs make hard difficulty bullet sponge increase damage way make combat quick decisive I wish I could refund piece I stealth run silence pistol I put mag back normal enemy head kill pathetic excuse title,38,215,-0.0481483,12.555058,10.657375
Cyberpunk 2077,I play game year release bypass bug bug still really big one beside phone bug ward game fun I really much fan open world seem consume time reason repetitive task story interesting even near narrative level witcher completely different game I really see reason play choice low impact like cyberpunk gta good overall I see game fine could well visual great main story good,64,370,0.028552206,12.87126,10.52737
Cyberpunk 2077,I like bit short always room improvement,7,40,0.007301352,15.047363,6.9644895
Assassin's Creed Freedom Cry,play use max setting smaa k frame per second amd ryzen x rx xt gb ddr ram use reshade preset gameplay good old assassin creed style combat story overall enjoyable nothing special put I sleep graphic look good music sound design soundtrack recognizable motif memorable sfx decent replayability small map nothing leave finish story grab collectible formulaic standalone downloadable content entry ac black flag thirdperson actionadventure game follow adewale freed slave use ride black flag protagonist edward kenway adewales combat style distinct kenway definitely feel good really story enjoyable experience especially really want know conviction follow appearance black flag however nothing cry home limited weapon customization appearance customization adewale I accidentally stumble upon good machete game explore ship follow first memory sequence well range weapon come synche short main story I able hour along obtain chest collectible freedom cry look run great modern hardware cap frame per second horrible screen tear even amd freesync premium ingame vsync turn I recommend play vsync overall enjoy formulaic style assassin creed game prior origin freedom cry great short adventure worth pick cheap,179,1206,-0.016160015,10.392107,11.317959
Devil May Cry 5,game devil may cry developerpublisher capcom release date th march graphic forget reality beautiful good decent bad look long paintexe gameplay good good gameplay meh star wall well audio eargasm good good bad bad earrape audience kid teen adult human pc requirement check run paint potato decent fast rich boiiiiii ask nasa spare computer difficulity press easy significant brain usage easy learn hard master difficult dark soul repetitive task nothing repetitive task care leaderboardsrank necessary progress average repetitive task level much repetitive task need second life grind story story text audio float around average good amazing replace life game time long enough cup coffee short average long infinity beyond price free worth price spare money leave recommend could also burn money bug never hear minor bug get annoying ark survival evolve game big terrarium bug devil may cry magnificent series spend hour without get tired dozen combo memorize countless demon kill huge respect towards capcom bring series back I huge dmc fan super enjoyable music gameplay make game stand dmc land hack n slash every entry twist different style huge change dmc story stay strong unhold every mission complete gameplay stay feel great might contain spoiler dmc different take story order game change devil may cry follow devil may cry devil may cry devil may cry devil may cry summary story new demon king arrive outstandingly powerful hero dante get gig stop dmc playable character vergil downloadable content play nerofrom dmc dante vnewest entry series visual great character well detailed environment destructible ever pillar build bookshelf destructible animation smooth gameplay style stay dmc control improve lot photo mode cherry top cake photomode simple easy use story quite interesting one tbh I enjoy one dmc storyline date personally I think overall good series nero totally rebrande less simp warrior story intensive dante arrival dante overpower every character twist turn end hint sequel would great highly recommend probably good dmc game I,320,2056,-0.035746314,10.334795,11.361463
Devil May Cry 5,motivate,1,8,-0.022193385,11.050464,11.6160345
Devil May Cry 5,get nearly hour hour game without game damn good,9,48,0.011155412,14.325352,8.5878315
Devil May Cry 5,gorgeous stylish funny devil may cry wait enough well throw player coop mix natural multiplayer avaliable specific mission three character together pc use mod enable sweet multiplayer beat mission friend,30,203,-0.0073831016,13.139572,9.750635
Devil May Cry 5,yeah really bring dmc back dead simply create good game franchise weeeee,12,72,-0.1076807,10.725597,8.346584
Frostpunk,good mixture city builder survival game game mechanic original discover place try survive storm fun get boring much even though survival difficulty adjust game rule really hard sandbox mode completely meaningless try survive two storm would probably already organise everything game become meaningless soundtrack good pretty limited scenario play story pretty limited story choice stand point game make feel certain situation,61,425,0.018099653,11.480874,10.5631
Frostpunk,awesome graphic combine apply interesting steampunk postapocalyptic storyline city building management survival game prefer free city skyline term building still good game,22,171,0.053493284,11.38062,10.631271
Frostpunk,yup good,2,8,-0.07882817,14.533805,4.845045
Frostpunk,deeply satisfying experience masterwork survival citybuilder heart soul well enjoy slowly thoughtfully even prayerfully intuitive userinterface never bog analytical detail humanity always shine resource management worker placement feel personal person name family work together care eachother survive glory greed territory spectacle I love frostpunk gem I play sunday like church,50,379,-0.008191953,10.92777,10.854398
Frostpunk,game give I acne aids allergy alice wonderland syndrome aiw alzheimer disease anal abscess anal cancer anal itch anal tear anxiety disorder arthritis asthma astigmatism autism autoimmune disease autobrewert syndrome attention deficit hyperactivity disorder adhd autistic spectrum disorder asd asbestosis bad breath bacterial vaginosis benign prostate hyperplasia bph bipolar disorder body odor bone cancer bone placement disorder bowel cancer bloat brain cancer brain damage brain tumour bronchitis breast cancer candidacy cataract carpel tunnel syndrome change bowel movement celiac disease cervical cancer chest infection chest pain chicken pox chlamydia chronic fatigue syndrome cfs chronic illness cold sore colon cancer coma congenital insensitivity pain conjunctivitis constipation common cold copd cough crippling depression crohns disease corona virus cystic fibrosis dehydration dementia diabete diarrhea depression syndrome dry mouth earache eat disorder ebola eczema endometriosis epilepsy erectile dysfunction eye cancer eye disorder fatigue fibroid fibromyalgia foreign accent syndrome fart flu food poison fungal nail infection gallbladder cancer gallstone genital herpe gonorrhea gum disease grave disease hallucination hashimotos thyroiditis hay fever hearing loss hepatitis b c e herpe high cholesterol hiv hodgkin disease human werewolf syndrome hutchinsongilford progeria syndrome hpv hypertension immediate bowel syndrome indigestion ingrown toenail itch itchy bottom joint abnormality kidney cancer kidney infection kidney stone leg cramp liver cancer liver disease lung cancer measle mesothelioma mouth cancer nasal sinus cancer nosebleed obesity osteoporosis old man syndrome pancreatic cancer panic disorder parkinson disease personality disorder persistent sexual arousal syndrome prostate cancer radiation poison reactive arthritis restless leg syndrome walk corpse syndrome shingle shortness breath skin cancer sore throat sugar craving sunburn stiff person syndrome stoneman syndrome stomach cancer stroke sexually transmit disease stds toenail fungus tuberculosis tposing syndrome urinary track infection vomit disorder whoop cough yellow fever yeast infection conclusion I amazing play,289,2215,-0.012427619,10.901401,11.652162
Frostpunk,great mix strategy story atmosphere hour still anything outside first scenario,11,78,0.0031765683,11.328979,9.150519
Frostpunk,I highly recommend game fall one follow three category want play city builder city skyline simcity etc put pressure survive always want get basebuilde game rimworld dwarf fortress etc find bit overwhelming love basebuilde game still interested something story drive limited scope I beat first scenario normal one restart due learn building placement need manage I wait play scenario replay first one atmosphere fantastic I really feel like I part desperate struggle survive ice age apocalypse I love aesthetic town feel world around may drawback postapocalyptic survival type scenario like occasional scripted story event game limit much world get interact streamline management building option still give ton meaningful choice make look openended basebuilding game game let get really deep simulated city may find game bit shallow worried cautionary note I heartily recommend game anyone interested,135,899,0.056255776,11.406871,10.5686455
Dead Island: Epidemic,boring pay win game need repetitive task hour vs pve even play player dreadful experience I uninstalle hour pve ridiculously easy minimal character progression drop level craft component round character available free play player need even buy new character avoid,40,263,-0.060649823,12.664301,11.192
Little Nightmares,run whole game steamdeck great get long ass arm,9,47,-0.0034193976,12.0271845,12.076321
Little Nightmares,nice little game unique atmosphere short one get go sale,10,56,-0.05463033,13.763008,9.417658
Little Nightmares,good mindblowing horror survive puzzle game good graphic reallyreally confusing storyline game easily play low end pc medium spec optimise graphic I really love game opinion I horror gamer buy game,31,197,-0.0037646343,11.839906,8.839968
Little Nightmares,amazing story amazing gameplay main story hour long I get game pretty good price,14,80,-0.022856276,12.015725,9.010128
Little Nightmares,devs give game free make I buy downloadable content,9,51,-0.057716355,14.492796,9.959567
Little Nightmares,americans,1,9,0.027595706,13.175034,5.558229
Little Nightmares,good buggy good,3,15,-0.077917136,14.026258,9.017261
Little Nightmares,spooky hide seek game mysterious character beautiful creeepy place side scroll adventure make way dark corridor place furniture boat like surrounding try escape place find puzzle jump thing move thing around avoid thing try stop escape stylish atmospheric,38,255,-0.024377849,11.999712,8.406958
Entropy : Zero 2,I love wilson bless digital heart whole playthrough feel like standalone game fan mod honestly enjoyable I highly recommend try please bring wilson along,24,153,-0.090564184,11.219293,9.069149
Entropy : Zero 2,probably good half life relate mod come long time feel new fun play kick whenever need instead switch weapon great tool many situation start appreciate kick gun nice model great animation model really good game play really fun smooth awesome play bad guy favorite part escort target something good bad want cooperate order escape death cool I mention epistle reference worth time especially since free get recognition valve awesome really deserve,71,446,-0.13113247,10.918268,10.102159
Entropy : Zero 2,well know count breadman,4,24,0.04012249,13.197314,5.512785
Entropy : Zero 2,would pay money valve make canon,6,32,-0.07652985,14.353163,9.760474
Entropy : Zero 2,want play modern half life spinoff save money buy abomination hunt freeman play,13,79,-0.04669058,10.756546,7.5049286
Content Warning,yet game prove want make big life one friend get die,11,52,-0.018531427,13.531096,8.136139
Content Warning,pretty interesting idea premise great however game really balanced feel bit pointless objective real target danger lose everything even problem I mention game pretty interesting fun play friend I would recommend use mod make well I hope developer add interesting feature make game enjoyable future game deserve try least even state especially price,53,348,-0.07977497,11.325535,11.10126
Content Warning,compa,1,5,0.005508672,14.922837,9.523514
Content Warning,hilarious concept really wierd act scared happy really footage see end really make shine also lethal company clone,18,114,-0.15214205,10.593663,8.328767
Dino D-Day,dead game active server buy,5,27,-0.0185965,14.812023,9.814596
Transmissions: Element 120,yay I like lot I like half life mod,9,35,-0.11899104,10.521758,7.49989
